location,site,exp,location,soil_moisture,pH,plot_Id_pair,unique_plotID,unique_sampID,treatment,myc_assoc,isolate,mel_status,harvest_date,incub_period.days,incub_period.wks,incub_period.months,incub_period.years,mass_remaining ,mt.mo,notes
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_37,AM_grass,AM,Mort,non-melanized,8/8/17,21,3,0.7,0.057534247,27.5,0.275,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_44,EM_forb,EM,Mort,non-melanized,8/8/17,21,3,0.7,0.057534247,48.4,0.484,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_32,EM_forb,EM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,15.76923077,0.157692308,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_35,AM_grass,AM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,22.30769231,0.223076923,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_57,AM_grass,AM,Ceno,melanized ,7/25/17,7,1,0.233333333,0.019178082,38.4,0.384,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_60,EM_forb,EM,Ceno,melanized ,7/25/17,7,1,0.233333333,0.019178082,48.33333333,0.483333333,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_59,EM_forb,EM,Mort,non-melanized,7/25/17,7,1,0.233333333,0.019178082,47.2,0.472,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_61,AM_grass,AM,Mort,non-melanized,7/25/17,7,1,0.233333333,0.019178082,78.4,0.784,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_54,AM_grass,AM,Ceno,melanized ,8/1/17,14,2,0.466666667,0.038356164,24.8,0.248,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_58,EM_forb,EM,Ceno,melanized ,8/1/17,14,2,0.466666667,0.038356164,42.5,0.425,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_47,EM_forb,EM,Mort,non-melanized,8/1/17,14,2,0.466666667,0.038356164,18.33333333,0.183333333,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_55,AM_grass,AM,Mort,non-melanized,8/1/17,14,2,0.466666667,0.038356164,29.2,0.292,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_49,EM_forb,EM,Ceno,melanized ,8/8/17,21,3,0.7,0.057534247,22.30769231,0.223076923,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_52,AM_grass,AM,Ceno,melanized ,8/8/17,21,3,0.7,0.057534247,24.61538462,0.246153846,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_48,EM_forb,EM,Mort,non-melanized,8/8/17,21,3,0.7,0.057534247,21.6,0.216,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_53,AM_grass,AM,Mort,non-melanized,8/8/17,21,3,0.7,0.057534247,24.61538462,0.246153846,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_50,EM_forb,EM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,22.30769231,0.223076923,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_56,AM_grass,AM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,30.41666667,0.304166667,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_46,AM_grass,AM,Ceno,melanized ,9/21/17,65,9.285714286,2.166666667,0.178082192,14.61538462,0.146153846,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_4,21,CCP1_51,EM_forb,EM,Ceno,melanized ,9/21/17,65,9.285714286,2.166666667,0.178082192,23.75,0.2375,
cedar creek,Prairie,CC_praire2,field_80,16.8,4.5215,field80_1,24, CCP2_67,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,23.46153846,0.234615385,
cedar creek,Prairie,CC_praire2,field_80,16.63333333,4.376,field80_1,24, CCP2_69,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,31.29770992,0.312977099,
cedar creek,Prairie,CC_praire2,field_80,16.63333333,4.376,field80_1,24, CCP2_76,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,46.692607,0.46692607,
cedar creek,Prairie,CC_praire2,field_80,16.8,4.5215,field80_1,24, CCP2_79,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,54.50980392,0.545098039,
cedar creek,Prairie,CC_praire2,field_80,16.8,4.5215,field80_1,24, CCP2_68,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,30.26819923,0.302681992,
cedar creek,Prairie,CC_praire2,field_80,16.63333333,4.376,field80_1,24, CCP2_70,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,37.20930233,0.372093023,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_1,24, CCP2_92,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_1,24, CCP2_93,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_1,24, CCP2_94,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_1,24, CCP2_95,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_1,24, CCP2_96,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_1,24, CCP2_97,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,13.66666667,4.9545,field80_2,27, CCP2_98,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,18.3908046,0.183908046,
cedar creek,Prairie,CC_praire2,field_80,13.7,4.6285,field80_2,27, CCP2_100,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,26.4,0.264,
cedar creek,Prairie,CC_praire2,field_80,13.7,4.6285,field80_2,27, CCP2_112,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,50.19455253,0.501945525,
cedar creek,Prairie,CC_praire2,field_80,13.66666667,4.9545,field80_2,27, CCP2_114,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,55.42635659,0.554263566,
cedar creek,Prairie,CC_praire2,field_80,13.66666667,4.9545,field80_2,27, CCP2_105,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,40.234375,0.40234375,
cedar creek,Prairie,CC_praire2,field_80,13.7,4.6285,field80_2,27, CCP2_108,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,42.85714286,0.428571429,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_2,27, CCP2_128,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_2,27, CCP2_129,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_2,27, CCP2_130,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_2,27, CCP2_131,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_2,27, CCP2_132,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_2,27, CCP2_133,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,10.23333333,4.971,field80_3,30, CCP2_164,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,10.53333333,5.3395,field80_3,30, CCP2_165,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,10.23333333,4.971,field80_3,30, CCP2_166,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,10.53333333,5.3395,field80_3,30, CCP2_167,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,10.23333333,4.971,field80_3,30, CCP2_168,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,10.53333333,5.3395,field80_3,30, CCP2_169,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_3,30, CCP2_134,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,3.088803089,0.030888031,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_3,30, CCP2_144,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,35.15625,0.3515625,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_3,30, CCP2_137,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,25.20325203,0.25203252,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_3,30, CCP2_141,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,30.76923077,0.307692308,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_3,30, CCP2_138,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,25.698413,0.25698413,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_3,30, CCP2_139,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,25.86872587,0.258687259,
cedar creek,Prairie,CC_praire2,field_80,11.23333333,4.815,field80_4,33, CCP2_170,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,19.04761905,0.19047619,
cedar creek,Prairie,CC_praire2,field_80,9.833333333,4.86,field80_4,33, CCP2_176,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,26.05363985,0.260536398,
cedar creek,Prairie,CC_praire2,field_80,9.833333333,4.86,field80_4,33, CCP2_186,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,63.2,0.632,
cedar creek,Prairie,CC_praire2,field_80,11.23333333,4.815,field80_4,33, CCP2_201,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,9.833333333,4.86,field80_4,33, CCP2_180,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,41.37931034,0.413793103,
cedar creek,Prairie,CC_praire2,field_80,11.23333333,4.815,field80_4,33, CCP2_182,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,50,0.5,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_4,33, CCP2_199,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_4,33, CCP2_200,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_4,33, CCP2_202,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_4,33, CCP2_203,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_4,33, CCP2_204,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_4,33, CCP2_205,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,12.43333333,5.0665,field80_5,36, CCP2_236,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,11.46666667,5.501,field80_5,36, CCP2_237,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,12.43333333,5.0665,field80_5,36, CCP2_238,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,11.46666667,5.501,field80_5,36, CCP2_239,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,12.43333333,5.0665,field80_5,36, CCP2_240,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,11.46666667,5.501,field80_5,36, CCP2_241,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_5,36, CCP2_206,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,9.652509653,0.096525097,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_5,36, CCP2_210,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,22.56809339,0.225680934,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_5,36, CCP2_213,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,25.57251908,0.255725191,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_5,36, CCP2_221,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,42.08494208,0.420849421,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_5,36, CCP2_214,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,26.953125,0.26953125,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_5,36, CCP2_217,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,31.27413127,0.312741313,
cedar creek,Prairie,CC_praire2,field_80,12.3,4.9555,field80_6,39, CCP2_269,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,7.133333333,4.737,field80_6,39, CCP2_270,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,12.3,4.9555,field80_6,39, CCP2_272,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,7.133333333,4.737,field80_6,39, CCP2_273,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,12.3,4.9555,field80_6,39, CCP2_275,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,7.133333333,4.737,field80_6,39, CCP2_276,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_6,39, CCP2_242,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,11.50793651,0.115079365,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_6,39, CCP2_271,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_6,39, CCP2_252,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,41.12903226,0.411290323,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_6,39, CCP2_274,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_6,39, CCP2_247,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,24.61538462,0.246153846,
cedar creek,Prairie,CC_praire2,field_80,NA,NA,field80_6,39, CCP2_277,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Oak Savanna,CC_savanna,transect_-10m,11.06129214,4.3,Oak_1,15,CCSav_312,EM_tree,EM,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,37.6,0.376,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,11.06129214,4.3,Oak_1,15,CCSav_309,EM_tree,EM,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,30.41666667,0.304166667,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,11.06129214,4.3,Oak_1,15,CCSav_307,EM_tree,EM,Mort,non-melanized,,14,2,0.466666667,0.038356164,25.833333,0.25833333,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.487875225,4.3,Oak_1,15,CCSav_297,EM_tree,EM,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,20.8,0.208,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.487875225,4.3,Oak_1,15,CCSav_291,EM_tree,EM,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,16.66666667,0.166666667,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.487875225,4.3,Oak_1,15,CCSav_294,EM_tree,EM,Mort,non-melanized,,28,4,0.933333333,0.076712329,18.8,0.188,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.15317725,4.3,Oak_1,15,CCSav_300,EM_tree,EM,Mel_Black,melanized ,,42,6,1.4,0.115068493,21.92307692,0.219230769,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.15317725,4.3,Oak_1,15,CCSav_292,EM_tree,EM,Mel_White,non-melanized,,42,6,1.4,0.115068493,16.8,0.168,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.15317725,4.3,Oak_1,15,CCSav_293,EM_tree,EM,Mort,non-melanized,,42,6,1.4,0.115068493,17.77777778,0.177777778,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.64474139,4.3,Oak_1,15,CCSav_287,EM_tree,EM,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,13.92857143,0.139285714,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.64474139,4.3,Oak_1,15,CCSav_289,EM_tree,EM,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,15.38461538,0.153846154,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.64474139,4.3,Oak_1,15,CCSav_285,EM_tree,EM,Mort,non-melanized,,56,8,1.866666667,0.153424658,13.46153846,0.134615385,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.367395464,4.67,Oak_2,16,CCSav_348,EM_tree,EM,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,41.15384615,0.411538462,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.367395464,4.67,Oak_2,16,CCSav_344,EM_tree,EM,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,29.23076923,0.292307692,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.367395464,4.67,Oak_2,16,CCSav_343,EM_tree,EM,Mort,non-melanized,,14,2,0.466666667,0.038356164,28.8,0.288,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,16.04376198,4.67,Oak_2,16,CCSav_339,EM_tree,EM,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,23.7037037,0.237037037,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,16.04376198,4.67,Oak_2,16,CCSav_338,EM_tree,EM,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,23.6,0.236,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,16.04376198,4.67,Oak_2,16,CCSav_331,EM_tree,EM,Mort,non-melanized,,28,4,0.933333333,0.076712329,20.74074074,0.207407407,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.21297365,4.67,Oak_2,16,CCSav_326,EM_tree,EM,Mel_Black,melanized ,,42,6,1.4,0.115068493,19.61538462,0.196153846,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.21297365,4.67,Oak_2,16,CCSav_328,EM_tree,EM,Mel_White,non-melanized,,42,6,1.4,0.115068493,20.37037037,0.203703704,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,10.21297365,4.67,Oak_2,16,CCSav_319,EM_tree,EM,Mort,non-melanized,,42,6,1.4,0.115068493,13.2,0.132,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.865559078,4.67,Oak_2,16,CCSav_323,EM_tree,EM,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,17.69230769,0.176923077,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.865559078,4.67,Oak_2,16,CCSav_315,EM_tree,EM,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,7.037037037,0.07037037,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.865559078,4.67,Oak_2,16,CCSav_318,EM_tree,EM,Mort,non-melanized,,56,8,1.866666667,0.153424658,12.96296296,0.12962963,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,13.57058806,4.05,Oak_3,17,CCSav_384,EM_tree,EM,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,57.39130435,0.573913043,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,13.57058806,4.05,Oak_3,17,CCSav_375,EM_tree,EM,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,31.85185185,0.318518519,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,13.57058806,4.05,Oak_3,17,CCSav_374,EM_tree,EM,Mort,non-melanized,,14,2,0.466666667,0.038356164,31.6,0.316,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,13.41496388,4.05,Oak_3,17,CCSav_382,EM_tree,EM,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,43.47826087,0.434782609,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,13.41496388,4.05,Oak_3,17,CCSav_370,EM_tree,EM,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,29.23076923,0.292307692,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,13.41496388,4.05,Oak_3,17,CCSav_353,EM_tree,EM,Mort,non-melanized,,28,4,0.933333333,0.076712329,15.76923077,0.157692308,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.75749373,4.05,Oak_3,17,CCSav_381,EM_tree,EM,Mel_Black,melanized ,,42,6,1.4,0.115068493,35.83333333,0.358333333,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.75749373,4.05,Oak_3,17,CCSav_365,EM_tree,EM,Mel_White,non-melanized,,42,6,1.4,0.115068493,23.75,0.2375,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,12.75749373,4.05,Oak_3,17,CCSav_356,EM_tree,EM,Mort,non-melanized,,42,6,1.4,0.115068493,17.91666667,0.179166667,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.033599591,4.05,Oak_3,17,CCSav_379,EM_tree,EM,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,34.16666667,0.341666667,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.033599591,4.05,Oak_3,17,CCSav_363,EM_tree,EM,Mel_White,non-melanized,,56,8,1.866666667,0.153424658,21.92307692,0.219230769,
cedar creek,Oak Savanna,CC_savanna,transect_-10m,8.033599591,4.05,Oak_3,17,CCSav_355,EM_tree,EM,Mort,non-melanized,,56,8,1.866666667,0.153424658,17.30769231,0.173076923,
cedar creek,Oak Savanna,CC_savanna,transect_20m,9.595020767,5.5,Oak_1,15,CCSav_313,AM_grass,AM,Mel_Black,melanized ,,14,2,0.466666667,0.038356164,49.58333333,0.495833333,
cedar creek,Oak Savanna,CC_savanna,transect_20m,9.595020767,5.5,Oak_1,15,CCSav_310,AM_grass,AM,Mel_White,non-melanized,,14,2,0.466666667,0.038356164,31.11111111,0.311111111,
cedar creek,Oak Savanna,CC_savanna,transect_20m,9.595020767,5.5,Oak_1,15,CCSav_301,AM_grass,AM,Mort,non-melanized,,14,2,0.466666667,0.038356164,23.33333333,0.233333333,
cedar creek,Oak Savanna,CC_savanna,transect_20m,14.46724863,5.5,Oak_1,15,CCSav_305,AM_grass,AM,Mel_Black,melanized ,,28,4,0.933333333,0.076712329,24.44444444,0.244444444,
cedar creek,Oak Savanna,CC_savanna,transect_20m,14.46724863,5.5,Oak_1,15,CCSav_298,AM_grass,AM,Mel_White,non-melanized,,28,4,0.933333333,0.076712329,20.8,0.208,
cedar creek,Oak Savanna,CC_savanna,transect_20m,14.46724863,5.5,Oak_1,15,CCSav_304,AM_grass,AM,Mort,non-melanized,,28,4,0.933333333,0.076712329,24.4,0.244,
cedar creek,Oak Savanna,CC_savanna,transect_20m,12.20344176,5.5,Oak_1,15,CCSav_288,AM_grass,AM,Mel_Black,melanized ,,42,6,1.4,0.115068493,14.7826087,0.147826087,
cedar creek,Oak Savanna,CC_savanna,transect_20m,12.20344176,5.5,Oak_1,15,CCSav_311,AM_grass,AM,Mel_White,non-melanized,,42,6,1.4,0.115068493,33.07692308,0.330769231,
cedar creek,Oak Savanna,CC_savanna,transect_20m,12.20344176,5.5,Oak_1,15,CCSav_286,AM_grass,AM,Mort,non-melanized,,42,6,1.4,0.115068493,13.6,0.136,
cedar creek,Oak Savanna,CC_savanna,transect_20m,7.533420323,5.5,Oak_1,15,CCSav_284,AM_grass,AM,Mel_Black,melanized ,,56,8,1.866666667,0.153424658,13.07692308,0.130769231,
