location,site,exp,location,soil_moisture,pH,plot_Id_pair,unique_plotID,unique_sampID,treatment,myc_assoc,isolate,mel_status,harvest_date,incub_period.days,incub_period.wks,incub_period.months,incub_period.years,mass_remaining ,mt.mo,notes
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_4,31, CCP2_189,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_4,31, CCP2_190,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_4,31, CCP2_191,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_4,31, CCP2_192,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,14.83333333,5.102,field0_5,34, CCP2_209,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,22.00772201,0.22007722,
cedar creek,Prairie,CC_praire2,field_0,12.36666667,5.3,field0_5,34, CCP2_215,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,29.64426877,0.296442688,
cedar creek,Prairie,CC_praire2,field_0,14.83333333,5.102,field0_5,34, CCP2_222,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,56.52173913,0.565217391,
cedar creek,Prairie,CC_praire2,field_0,12.36666667,5.3,field0_5,34, CCP2_223,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,77.13178295,0.771317829,
cedar creek,Prairie,CC_praire2,field_0,12.36666667,5.3,field0_5,34, CCP2_219,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,38.18897638,0.381889764,
cedar creek,Prairie,CC_praire2,field_0,14.83333333,5.102,field0_5,34, CCP2_220,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,40.15444015,0.401544402,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_5,34, CCP2_224,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_5,34, CCP2_225,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_5,34, CCP2_226,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_5,34, CCP2_227,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_5,34, CCP2_228,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_5,34, CCP2_229,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,12.36666667,5.0165,field0_6,37, CCP2_243,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,17.2,0.172,
cedar creek,Prairie,CC_praire2,field_0,12.56666667,4.812,field0_6,37, CCP2_255,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,45.81673307,0.458167331,
cedar creek,Prairie,CC_praire2,field_0,12.36666667,5.0165,field0_6,37, CCP2_254,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,45.12195122,0.451219512,
cedar creek,Prairie,CC_praire2,field_0,12.56666667,4.812,field0_6,37, CCP2_256,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,61.8852459,0.618852459,
cedar creek,Prairie,CC_praire2,field_0,12.56666667,4.812,field0_6,37, CCP2_249,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,29.296875,0.29296875,
cedar creek,Prairie,CC_praire2,field_0,12.36666667,5.0165,field0_6,37, CCP2_251,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,38.73517787,0.387351779,
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_6,37, CCP2_257,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_6,37, CCP2_258,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_6,37, CCP2_259,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_6,37, CCP2_260,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_6,37, CCP2_261,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_0,NA,NA,field0_6,37, CCP2_262,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,14.73333333,4.6835,field5_1,23, CCP2_64,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,21.09375,0.2109375,
cedar creek,Prairie,CC_praire2,field_5,17.16666667,4.8075,field5_1,23, CCP2_66,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,21.37096774,0.213709677,
cedar creek,Prairie,CC_praire2,field_5,14.73333333,4.6835,field5_1,23, CCP2_78,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,50,0.5,
cedar creek,Prairie,CC_praire2,field_5,17.16666667,4.8075,field5_1,23, CCP2_74,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,44.70588235,0.447058824,
cedar creek,Prairie,CC_praire2,field_5,14.73333333,4.6835,field5_1,23, CCP2_75,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,45.88235294,0.458823529,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_1,23, CCP2_86,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_1,23, CCP2_87,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_1,23, CCP2_88,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_1,23, CCP2_89,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_1,23, CCP2_90,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_1,23, CCP2_91,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,15.93333333,4.697,field5_2,26, CCP2_101,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,28.35249042,0.283524904,
cedar creek,Prairie,CC_praire2,field_5,12.9,4.724,field5_2,26, CCP2_102,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,29.27756654,0.292775665,
cedar creek,Prairie,CC_praire2,field_5,12.9,4.724,field5_2,26, CCP2_106,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,42.30769231,0.423076923,
cedar creek,Prairie,CC_praire2,field_5,15.93333333,4.697,field5_2,26, CCP2_107,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,42.7480916,0.427480916,
cedar creek,Prairie,CC_praire2,field_5,12.9,4.724,field5_2,26, CCP2_104,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,31.2,0.312,
cedar creek,Prairie,CC_praire2,field_5,15.93333333,4.697,field5_2,26, CCP2_109,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,43.62934363,0.436293436,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_2,26, CCP2_122,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_2,26, CCP2_123,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_2,26, CCP2_124,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_2,26, CCP2_125,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_2,26, CCP2_126,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_2,26, CCP2_127,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,13.2,4.9675,field5_3,29, CCP2_140,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,29.92125984,0.299212598,
cedar creek,Prairie,CC_praire2,field_5,12.9,5.6155,field5_3,29, CCP2_143,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,33.203125,0.33203125,
cedar creek,Prairie,CC_praire2,field_5,12.9,5.6155,field5_3,29, CCP2_142,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,32.17054264,0.321705426,
cedar creek,Prairie,CC_praire2,field_5,13.2,4.9675,field5_3,29, CCP2_147,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,41.96078431,0.419607843,
cedar creek,Prairie,CC_praire2,field_5,12.9,5.6155,field5_3,29, CCP2_146,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,40.85603113,0.408560311,
cedar creek,Prairie,CC_praire2,field_5,13.2,4.9675,field5_3,29, CCP2_148,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,43.41085271,0.434108527,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_3,29, CCP2_158,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_3,29, CCP2_159,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_3,29, CCP2_160,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_3,29, CCP2_161,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_3,29, CCP2_162,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_3,29, CCP2_163,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.529,field5_4,32, CCP2_193,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.668,field5_4,32, CCP2_194,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.529,field5_4,32, CCP2_195,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.668,field5_4,32, CCP2_196,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.529,field5_4,32, CCP2_197,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.668,field5_4,32, CCP2_198,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_4,32, CCP2_171,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,22.39382239,0.223938224,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_4,32, CCP2_172,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,22.60536398,0.22605364,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_4,32, CCP2_178,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,33.84615385,0.338461538,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_4,32, CCP2_181,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,44.921875,0.44921875,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_4,32, CCP2_173,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,23.4375,0.234375,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_4,32, CCP2_177,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,31.49606299,0.31496063,
cedar creek,Prairie,CC_praire2,field_5,NA,4.5195,field5_5,35, CCP2_230,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.6525,field5_5,35, CCP2_231,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.5195,field5_5,35, CCP2_232,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.6525,field5_5,35, CCP2_233,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.5195,field5_5,35, CCP2_234,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,4.6525,field5_5,35, CCP2_235,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_5,35, CCP2_207,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,13.2,0.132,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_5,35, CCP2_208,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,17.05426357,0.170542636,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_5,35, CCP2_212,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,24.80620155,0.248062016,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_5,35, CCP2_216,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,30.5019305,0.305019305,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_5,35, CCP2_211,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,23.46153846,0.234615385,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_5,35, CCP2_218,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,32.93172691,0.329317269,
cedar creek,Prairie,CC_praire2,field_5,16.23333333,4.7215,field5_6,38, CCP2_263,AM_grass,AM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,13.26666667,4.606,field5_6,38, CCP2_264,EM_forb,EM,Ceno,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,16.23333333,4.7215,field5_6,38, CCP2_265,AM_grass,AM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,13.26666667,4.606,field5_6,38, CCP2_266,EM_forb,EM,Mel_Black,melanized ,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,16.23333333,4.7215,field5_6,38, CCP2_267,AM_grass,AM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,13.26666667,4.606,field5_6,38, CCP2_268,EM_forb,EM,Mort,non-melanized,8/29/17,11,1.571428571,0.366666667,0.030136986,NA,NA,not recovered
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_6,38, CCP2_244,AM_grass,AM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,18.50393701,0.18503937,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_6,38, CCP2_245,EM_forb,EM,Ceno,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,19.84126984,0.198412698,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_6,38, CCP2_250,AM_grass,AM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,34.765625,0.34765625,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_6,38, CCP2_253,EM_forb,EM,Mel_Black,melanized ,9/21/17,34,4.857142857,1.133333333,0.093150685,43.51145038,0.435114504,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_6,38, CCP2_246,AM_grass,AM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,20.54263566,0.205426357,
cedar creek,Prairie,CC_praire2,field_5,NA,NA,field5_6,38, CCP2_248,EM_forb,EM,Mort,non-melanized,9/21/17,34,4.857142857,1.133333333,0.093150685,29.08366534,0.290836653,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_15,AM_grass,AM,Ceno,melanized ,7/25/17,7,1,0.233333333,0.019178082,42.08333333,0.420833333,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_16,EM_forb,EM,Ceno,melanized ,7/25/17,7,1,0.233333333,0.019178082,52.5,0.525,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_8,EM_forb,EM,Mort,non-melanized,7/25/17,7,1,0.233333333,0.019178082,28.33333333,0.283333333,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_10,AM_grass,AM,Mort,non-melanized,7/25/17,7,1,0.233333333,0.019178082,28.8,0.288,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_12,AM_grass,AM,Ceno,melanized ,8/1/17,14,2,0.466666667,0.038356164,34.61538462,0.346153846,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_13,EM_forb,EM,Ceno,melanized ,8/1/17,14,2,0.466666667,0.038356164,35,0.35,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_11,AM_grass,AM,Mort,non-melanized,8/1/17,14,2,0.466666667,0.038356164,28.8,0.288,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_14,EM_forb,EM,Mort,non-melanized,8/1/17,14,2,0.466666667,0.038356164,41.53846154,0.415384615,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_5,AM_grass,AM,Ceno,melanized ,8/8/17,21,3,0.7,0.057534247,23.33333333,0.233333333,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_9,EM_forb,EM,Ceno,melanized ,8/8/17,21,3,0.7,0.057534247,28.46153846,0.284615385,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_2,EM_forb,EM,Mort,non-melanized,8/8/17,21,3,0.7,0.057534247,17.69230769,0.176923077,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_7,AM_grass,AM,Mort,non-melanized,8/8/17,21,3,0.7,0.057534247,27.69230769,0.276923077,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_3,AM_grass,AM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,18.8,0.188,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_4,EM_forb,EM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,20.8,0.208,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_1,EM_forb,EM,Ceno,melanized ,9/21/17,65,9.285714286,2.166666667,0.178082192,7.916666667,0.079166667,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_1,18,CCP1_6,AM_grass,AM,Ceno,melanized ,9/21/17,65,9.285714286,2.166666667,0.178082192,25,0.25,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_25,EM_forb,EM,Ceno,melanized ,7/25/17,7,1,0.233333333,0.019178082,26.4,0.264,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_30,AM_grass,AM,Ceno,melanized ,7/25/17,7,1,0.233333333,0.019178082,60,0.6,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_28,EM_forb,EM,Mort,non-melanized,7/25/17,7,1,0.233333333,0.019178082,43.2,0.432,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_31,AM_grass,AM,Mort,non-melanized,7/25/17,7,1,0.233333333,0.019178082,74.16666667,0.741666667,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_27,EM_forb,EM,Ceno,melanized ,8/1/17,14,2,0.466666667,0.038356164,30.4,0.304,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_29,AM_grass,AM,Ceno,melanized ,8/1/17,14,2,0.466666667,0.038356164,51.25,0.5125,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_17,EM_forb,EM,Mort,non-melanized,8/1/17,14,2,0.466666667,0.038356164,17.5,0.175,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_23,AM_grass,AM,Mort,non-melanized,8/1/17,14,2,0.466666667,0.038356164,26,0.26,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_20,EM_forb,EM,Ceno,melanized ,8/8/17,21,3,0.7,0.057534247,21.15384615,0.211538462,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_22,AM_grass,AM,Ceno,melanized ,8/8/17,21,3,0.7,0.057534247,26,0.26,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_21,EM_forb,EM,Mort,non-melanized,8/8/17,21,3,0.7,0.057534247,21.6,0.216,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_26,AM_grass,AM,Mort,non-melanized,8/8/17,21,3,0.7,0.057534247,27.6,0.276,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_18,AM_grass,AM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,17.69230769,0.176923077,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_19,EM_forb,EM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,18,0.18,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_2,19,CCP1_24,AM_grass,AM,Ceno,melanized ,8/17/17,30,4.285714286,1,0.082191781,26.15384615,0.261538462,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_41,EM_forb,EM,Ceno,melanized ,7/25/17,7,1,0.233333333,0.019178082,33.84615385,0.338461538,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_45,AM_grass,AM,Ceno,melanized ,7/25/17,7,1,0.233333333,0.019178082,49.23076923,0.492307692,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_39,EM_forb,EM,Mort,non-melanized,7/25/17,7,1,0.233333333,0.019178082,27.91666667,0.279166667,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_42,AM_grass,AM,Mort,non-melanized,7/25/17,7,1,0.233333333,0.019178082,34,0.34,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_34,EM_forb,EM,Ceno,melanized ,8/1/17,14,2,0.466666667,0.038356164,20.38461538,0.203846154,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_43,AM_grass,AM,Ceno,melanized ,8/1/17,14,2,0.466666667,0.038356164,35.6,0.356,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_36,AM_grass,AM,Mort,non-melanized,8/1/17,14,2,0.466666667,0.038356164,26.8,0.268,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_40,EM_forb,EM,Mort,non-melanized,8/1/17,14,2,0.466666667,0.038356164,29.23076923,0.292307692,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_33,EM_forb,EM,Ceno,melanized ,8/8/17,21,3,0.7,0.057534247,16.92307692,0.169230769,
cedar creek,Prairie,CC_praire1,field_5,NA,NA,field5_3,20,CCP1_38,AM_grass,AM,Ceno,melanized ,8/8/17,21,3,0.7,0.057534247,27.6,0.276,
